type,issue_number,created_at,closed_at,labels,state,author,pr_number
pull_request,,2023-11-15,,,open,jhills20,862.0
pull_request,,2023-11-15,,,open,edspencer,860.0
pull_request,,2023-11-14,2023-11-14,,closed,keyboardAnt,859.0
pull_request,,2023-11-13,2023-11-14,,closed,gaborcselle,857.0
pull_request,,2023-11-13,,,open,royziv11,856.0
pull_request,,2023-11-13,2023-11-14,,closed,hemidactylus,853.0
pull_request,,2023-11-13,2023-11-13,,closed,ugoborghetti,852.0
pull_request,,2023-11-13,2023-11-13,,closed,ibigio,851.0
pull_request,,2023-11-12,2023-11-13,,closed,ibigio,850.0
pull_request,,2023-11-11,2023-11-11,,closed,ibigio,849.0
pull_request,,2023-11-11,,,open,ravi03071991,848.0
pull_request,,2023-11-11,2023-11-14,,closed,JakeLin,847.0
pull_request,,2023-11-10,2023-11-10,,closed,ibigio,846.0
pull_request,,2023-11-10,2023-11-10,,closed,ibigio,845.0
pull_request,,2023-11-10,2023-11-10,,closed,ibigio,843.0
pull_request,,2023-11-10,2023-11-10,,closed,jhills20,841.0
pull_request,,2023-11-10,2023-11-10,,closed,jhills20,840.0
pull_request,,2023-11-09,2023-11-13,,closed,royziv11,838.0
pull_request,,2023-11-09,2023-11-14,,closed,jhills20,837.0
pull_request,,2023-11-09,,,open,jhills20,836.0
pull_request,,2023-11-09,2023-11-09,,closed,jhills20,835.0
pull_request,,2023-11-09,2023-11-10,,closed,jhills20,834.0
pull_request,,2023-11-08,2023-11-14,,closed,kristapratico,833.0
pull_request,,2023-11-08,,,open,afzaltipu,831.0
pull_request,,2023-11-08,2023-11-10,,closed,wptad,829.0
pull_request,,2023-11-08,2023-11-08,,closed,simonpfish,828.0
pull_request,,2023-11-07,2023-11-07,,closed,johnoct,827.0
pull_request,,2023-11-07,2023-11-07,,closed,OutSystemsAMM,826.0
pull_request,,2023-11-06,2023-11-06,,closed,cathykc,823.0
pull_request,,2023-11-06,2023-11-06,,closed,simonpfish,822.0
pull_request,,2023-11-06,2023-11-06,,closed,simonpfish,821.0
pull_request,,2023-11-06,2023-11-06,,closed,simonpfish,820.0
pull_request,,2023-11-03,2023-11-07,,closed,gregnr,819.0
pull_request,,2023-11-03,,,open,dylanra-openai,818.0
pull_request,,2023-11-03,2023-11-03,,closed,IvanMongi,817.0
pull_request,,2023-10-31,2023-10-31,,closed,simonpfish,815.0
pull_request,,2023-10-30,2023-10-31,,closed,mohitd404,814.0
pull_request,,2023-10-29,2023-10-31,,closed,Mayureshd-18,811.0
pull_request,,2023-10-27,2023-11-10,,closed,jhills20,810.0
pull_request,,2023-10-24,2023-10-31,,closed,yashwantjodha,809.0
pull_request,,2023-10-23,2023-10-27,,closed,romitp4l,808.0
pull_request,,2023-10-20,2023-11-14,,closed,dcarpintero,807.0
pull_request,,2023-10-20,2023-10-31,,closed,guspan-tanadi,806.0
pull_request,,2023-10-19,2023-10-31,,closed,Tanmay-Tiwaricyber,805.0
pull_request,,2023-10-19,,,open,colin-openai,804.0
pull_request,,2023-10-19,2023-10-19,,closed,pavlovp,803.0
pull_request,,2023-10-19,2023-10-31,,closed,sh1nj1,801.0
pull_request,,2023-10-18,2023-10-18,,closed,vrushankportkey,800.0
pull_request,,2023-10-18,2023-10-18,,closed,suravshresth,798.0
pull_request,,2023-10-18,2023-10-18,,closed,pavlovp,796.0
pull_request,,2023-10-17,2023-10-18,,closed,shyamal-anadkat,795.0
pull_request,,2023-10-17,2023-10-17,,closed,alienishi,794.0
pull_request,,2023-10-17,2023-10-17,,closed,AnkitaSikdar005,793.0
pull_request,,2023-10-17,2023-10-17,,closed,shruti-sen2004,792.0
pull_request,,2023-10-16,2023-10-16,,closed,zurawiki,791.0
pull_request,,2023-10-16,2023-10-18,,closed,shyamal-anadkat,790.0
pull_request,,2023-10-15,2023-10-16,,closed,nermalcat69,788.0
pull_request,,2023-10-14,2023-10-17,,closed,eltociear,787.0
pull_request,,2023-10-14,2023-10-14,,closed,LazaUK,785.0
pull_request,,2023-10-13,2023-10-13,,closed,simonpfish,784.0
pull_request,,2023-10-12,2023-10-12,,closed,simonpfish,783.0
pull_request,,2023-10-12,2023-10-12,,closed,simonpfish,782.0
pull_request,,2023-10-12,2023-10-12,,closed,cathykc,781.0
pull_request,,2023-10-12,2023-10-12,,closed,simonpfish,779.0
pull_request,,2023-10-12,2023-10-12,,closed,simonpfish,778.0
pull_request,,2023-10-12,2023-10-12,,closed,simonpfish,777.0
pull_request,,2023-10-11,2023-10-12,,closed,simonpfish,776.0
pull_request,,2023-10-11,2023-10-11,,closed,askmeegs,775.0
pull_request,,2023-10-11,2023-10-11,,closed,sumansaurabh,774.0
pull_request,,2023-10-10,2023-10-11,,closed,dependabot[bot],773.0
pull_request,,2023-10-09,2023-10-18,,closed,dcarpintero,771.0
pull_request,,2023-10-09,2023-10-11,,closed,gusmally,770.0
pull_request,,2023-10-06,2023-10-07,,closed,emilsedgh,765.0
pull_request,,2023-10-05,2023-10-07,,closed,cathykc,763.0
pull_request,,2023-10-05,2023-10-17,,closed,perborgen,762.0
pull_request,,2023-10-05,2023-10-05,,closed,dependabot[bot],761.0
pull_request,,2023-10-04,2023-10-04,,closed,kherrera3250,760.0
pull_request,,2023-10-04,2023-10-11,,closed,joschkabraun,759.0
pull_request,,2023-10-04,2023-10-05,,closed,ash0ts,758.0
pull_request,,2023-10-03,2023-10-05,,closed,krrishdholakia,757.0
pull_request,,2023-10-03,2023-10-04,,closed,dependabot[bot],756.0
pull_request,,2023-10-03,2023-10-04,,closed,dependabot[bot],755.0
pull_request,,2023-10-03,2023-10-04,,closed,dependabot[bot],754.0
pull_request,,2023-10-03,2023-10-18,,closed,AlexZhangji,753.0
pull_request,,2023-10-02,2023-10-03,,closed,dependabot[bot],752.0
pull_request,,2023-10-02,2023-10-02,,closed,simonpfish,751.0
pull_request,,2023-10-02,2023-10-02,,closed,nickblegacy,750.0
pull_request,,2023-09-29,2023-09-30,,closed,danieltprice,747.0
pull_request,,2023-09-29,2023-09-30,,closed,danieltprice,746.0
pull_request,,2023-09-28,2023-09-29,,closed,hemidactylus,745.0
pull_request,,2023-09-28,2023-09-29,,closed,jirihofman,744.0
pull_request,,2023-09-28,2023-09-29,,closed,dhruv-anand-aintech,742.0
pull_request,,2023-09-27,2023-09-27,,closed,simonpfish,741.0
pull_request,,2023-09-27,2023-09-27,,closed,simonpfish,740.0
pull_request,,2023-09-27,2023-09-27,,closed,Xin-Jing,739.0
pull_request,,2023-09-27,2023-09-27,,closed,Xin-Jing,738.0
pull_request,,2023-09-27,2023-09-27,,closed,perborgen,737.0
pull_request,,2023-09-26,2023-09-26,,closed,simonpfish,736.0
pull_request,,2023-09-25,2023-09-25,,closed,simonpfish,735.0
pull_request,,2023-09-24,2023-09-26,,closed,chuongmep,734.0
pull_request,,2023-09-24,2023-09-26,,closed,ridrisa,733.0
pull_request,,2023-09-22,2023-09-22,,closed,simonpfish,732.0
pull_request,,2023-09-22,2023-09-22,,closed,simonpfish,731.0
pull_request,,2023-09-22,2023-09-22,,closed,simonpfish,730.0
pull_request,,2023-09-21,2023-09-22,,closed,gusmally,729.0
